Season,T1_ID,T2_ID,WScore,LScore,Target,SeasonAvgScore_T1,SeasonWinRatio_T1,TeamName_T1,SeedNumber_T1,SeasonAvgScore_T2,SeasonWinRatio_T2,TeamName_T2,SeedNumber_T2,Gender
2011,3417,3211,89,75,0,58.89351851851852,0.8709677419354839,UCLA,3.0,77.0,0.8709677419354839,Gonzaga,11.0,Women
2011,3246,3314,86,74,0,66.91666666666666,0.75,Kentucky,4.0,73.05288461538461,0.7647058823529411,North Carolina,5.0,Women
2011,3210,3326,67,60,0,63.2695652173913,0.696969696969697,Georgia Tech,5.0,70.82828282828282,0.7096774193548387,Ohio St,4.0,Women
2011,3266,3397,79,70,0,63.37771739130435,0.7419354838709677,Marquette,8.0,68.32258064516128,0.9393939393939394,Tennessee,1.0,Women
2011,3345,3163,64,40,0,63.91136363636363,0.6451612903225806,Purdue,9.0,68.640625,0.9696969696969697,Connecticut,1.0,Women
2011,3462,3257,85,75,0,62.30357142857143,0.9333333333333333,Xavier,2.0,68.30833333333334,0.625,Louisville,7.0,Women
2011,3277,3453,65,56,0,62.82307692307692,0.8387096774193549,Michigan St,4.0,67.59375,0.9696969696969697,WI Green Bay,5.0,Women
2011,3328,3323,78,53,0,73.93073593073592,0.65625,Oklahoma,6.0,74.9423076923077,0.7878787878787878,Notre Dame,2.0,Women
2011,3326,3397,85,75,0,70.82828282828282,0.7096774193548387,Ohio St,4.0,68.32258064516128,0.9393939393939394,Tennessee,1.0,Women
2011,3453,3124,86,76,0,67.59375,0.9696969696969697,WI Green Bay,5.0,68.10483870967741,0.9393939393939394,Baylor,1.0,Women
2011,3207,3163,68,63,0,61.42619047619047,0.6774193548387096,Georgetown,5.0,68.640625,0.9696969696969697,Connecticut,1.0,Women
2011,3397,3323,73,59,0,68.32258064516128,0.9393939393939394,Tennessee,1.0,74.9423076923077,0.7878787878787878,Notre Dame,2.0,Women
2011,3211,3390,83,60,0,77.0,0.8709677419354839,Gonzaga,11.0,76.00862068965517,0.9354838709677419,Stanford,1.0,Women
2011,3181,3163,75,40,0,62.69540229885057,0.90625,Duke,2.0,68.640625,0.9696969696969697,Connecticut,1.0,Women
2011,3124,3401,58,46,0,68.10483870967741,0.9393939393939394,Baylor,1.0,71.11851851851853,0.84375,Texas A&M,2.0,Women
2011,3390,3401,63,62,0,76.00862068965517,0.9354838709677419,Stanford,1.0,71.11851851851853,0.84375,Texas A&M,2.0,Women
2012,3173,3116,72,55,0,65.54710144927536,0.7931034482758621,Dayton,11.0,58.40760869565217,0.7419354838709677,Arkansas,6.0,Women
2012,3341,3163,83,47,0,59.58958333333334,0.5161290322580645,Prairie View,16.0,69.5646551724138,0.8787878787878788,Connecticut,1.0,Women
2012,3140,3177,59,55,0,64.43333333333334,0.8064516129032258,BYU,10.0,69.83636363636363,0.6875,DePaul,7.0,Women
2012,3353,3211,86,73,0,57.255050505050505,0.7096774193548387,Rutgers,6.0,67.73461538461538,0.8387096774193549,Gonzaga,11.0,Women
2012,3226,3274,70,41,0,58.47077922077922,0.7586206896551724,Idaho St,14.0,72.1125,0.8275862068965517,Miami FL,3.0,Women
2012,3355,3345,83,68,0,62.35326086956522,0.7419354838709677,S Dakota St,13.0,63.166666666666664,0.75,Purdue,4.0,Women
2012,3404,3397,72,49,0,75.03260869565217,0.7419354838709677,TN Martin,15.0,71.60416666666666,0.75,Tennessee,2.0,Women
2012,3107,3401,69,47,0,57.39613526570048,0.71875,SUNY Albany,14.0,64.97272727272727,0.6875,Texas A&M,3.0,Women
2012,3400,3452,68,55,0,66.50641025641026,0.5806451612903226,Texas,9.0,60.507246376811594,0.71875,West Virginia,8.0,Women
2012,3235,3453,71,57,0,61.416666666666664,0.6,Iowa St,10.0,66.68333333333334,0.967741935483871,WI Green Bay,7.0,Women
2012,3234,3143,84,74,0,69.8133971291866,0.6333333333333333,Iowa,9.0,68.22222222222223,0.7272727272727273,California,8.0,Women
2012,3326,3196,70,65,0,70.43666666666667,0.8064516129032258,Ohio St,8.0,66.34210526315789,0.6129032258064516,Florida,9.0,Women
2012,3251,3323,74,43,0,65.18452380952381,0.7241379310344828,Liberty,16.0,73.46666666666667,0.9090909090909091,Notre Dame,1.0,Women
2012,3276,3328,88,67,0,62.365909090909085,0.6451612903225806,Michigan,11.0,68.9,0.625,Oklahoma,6.0,Women
2012,3195,3382,72,65,0,66.17857142857143,0.9333333333333333,FGCU,12.0,57.367816091954026,0.90625,St Bonaventure,5.0,Women
2012,3166,3385,69,67,0,59.1,0.625,Creighton,14.0,60.06818181818181,0.7096774193548387,St John's,3.0,Women
2012,3292,3435,60,46,0,60.8974358974359,0.8125,MTSU,10.0,68.12373737373738,0.7096774193548387,Vanderbilt,7.0,Women
2012,3243,3163,72,26,0,56.4919028340081,0.59375,Kansas St,8.0,69.5646551724138,0.8787878787878788,Connecticut,1.0,Women
2012,3345,3376,72,61,0,63.166666666666664,0.75,Purdue,4.0,57.93961352657004,0.71875,South Carolina,5.0,Women
2012,3452,3390,72,55,0,60.507246376811594,0.71875,West Virginia,8.0,67.7741935483871,0.96875,Stanford,1.0,Women
2012,3177,3397,63,48,0,69.83636363636363,0.6875,DePaul,7.0,71.60416666666666,0.75,Tennessee,2.0,Women
2012,3207,3210,76,64,0,56.14204545454545,0.7333333333333333,Georgetown,5.0,67.64583333333334,0.75,Georgia Tech,4.0,Women
2012,3261,3336,90,80,0,60.586363636363636,0.6875,LSU,5.0,72.66666666666666,0.8,Penn St,4.0,Women
2012,3265,3382,66,63,0,60.21142857142857,0.78125,Marist,13.0,57.367816091954026,0.90625,St Bonaventure,5.0,Women
2012,3328,3385,74,70,0,68.9,0.625,Oklahoma,6.0,60.06818181818181,0.7096774193548387,St John's,3.0,Women
2012,3242,3397,84,73,0,66.73464912280701,0.6129032258064516,Kansas,11.0,71.60416666666666,0.75,Tennessee,2.0,Women
2012,3336,3163,77,59,0,72.66666666666666,0.8,Penn St,4.0,69.5646551724138,0.8787878787878788,Connecticut,1.0,Women
2012,3211,3246,79,62,0,67.73461538461538,0.8387096774193549,Gonzaga,11.0,70.35416666666667,0.8,Kentucky,2.0,Women
2012,3397,3124,77,58,0,71.60416666666666,0.75,Tennessee,2.0,39.411764705882355,1.0,Baylor,1.0,Women
2013,3201,3143,90,76,0,64.96467391304347,0.7419354838709677,Fresno St,15.0,65.51785714285714,0.9032258064516129,California,2.0,Women
2013,3393,3166,61,56,0,69.5,0.7741935483870968,Syracuse,7.0,62.24107142857143,0.7741935483870968,Creighton,10.0,Women
2013,3346,3268,72,52,0,65.45,0.9375,Quinnipiac,13.0,69.51190476190476,0.7741935483870968,Maryland,4.0,Women
2013,3151,3304,73,59,0,62.93678160919541,0.90625,Chattanooga,11.0,65.34239130434783,0.7419354838709677,Nebraska,6.0,Women
2013,3141,3328,78,73,0,72.2965367965368,0.65625,C Michigan,11.0,70.64545454545456,0.6875,Oklahoma,6.0,Women
2013,3355,3376,74,52,0,64.14571428571429,0.78125,S Dakota St,13.0,58.11011904761905,0.7741935483870968,South Carolina,4.0,Women
2013,3403,3378,71,70,0,62.8952380952381,0.6774193548387096,Texas Tech,7.0,67.56666666666666,0.6774193548387096,South Florida,10.0,Women
2013,3331,3397,83,62,0,68.0735294117647,0.5862068965517241,Oral Roberts,15.0,72.60416666666666,0.7741935483870968,Tennessee,2.0,Women
2013,3455,3401,71,45,0,58.32638888888889,0.7272727272727273,Wichita St,14.0,66.54861111111111,0.7272727272727273,Texas A&M,3.0,Women
2013,3391,3417,66,49,0,65.94021739130434,0.7419354838709677,Stetson,14.0,64.05142857142857,0.78125,UCLA,3.0,Women
2013,3386,3435,60,54,0,63.8125,0.7419354838709677,St Joseph's PA,9.0,64.875,0.6451612903225806,Vanderbilt,8.0,Women
2013,3341,3124,82,40,0,59.260504201680675,0.5483870967741935,Prairie View,16.0,75.1875,0.9696969696969697,Baylor,1.0,Women
2013,3452,3174,66,53,0,63.57692307692308,0.5666666666666667,West Virginia,11.0,60.15,0.9090909090909091,Delaware,6.0,Women
2013,3298,3246,61,41,0,56.75757575757576,0.65625,Navy,15.0,70.63703703703703,0.84375,Kentucky,2.0,Women
2013,3453,3261,75,71,0,67.94642857142857,0.9333333333333333,WI Green Bay,11.0,67.29318181818182,0.6451612903225806,LSU,6.0,Women
2013,3437,3276,60,52,0,57.57142857142857,0.6774193548387096,Villanova,9.0,58.214285714285715,0.6774193548387096,Michigan,8.0,Women
2013,3107,3314,59,54,0,59.03703703703704,0.9,SUNY Albany,14.0,67.05952380952381,0.8235294117647058,North Carolina,3.0,Women
2013,3404,3323,97,64,0,72.30639097744361,0.5757575757575758,TN Martin,16.0,71.24193548387098,0.96875,Notre Dame,1.0,Women
2013,3142,3336,85,55,0,66.05238095238096,0.6774193548387096,Cal Poly,14.0,68.5,0.8333333333333334,Penn St,3.0,Women
2013,3251,3345,77,43,0,64.79666666666667,0.8064516129032258,Liberty,13.0,63.541666666666664,0.75,Purdue,4.0,Women
2013,3378,3143,82,78,0,67.56666666666666,0.6774193548387096,South Florida,10.0,65.51785714285714,0.9032258064516129,California,2.0,Women
2013,3376,3242,75,69,0,58.11011904761905,0.7741935483870968,South Carolina,4.0,68.54072398190046,0.5666666666666667,Kansas,12.0,Women
2013,3277,3268,74,49,0,60.520833333333336,0.75,Michigan St,5.0,69.51190476190476,0.7741935483870968,Maryland,4.0,Women
2013,3401,3304,74,63,0,66.54861111111111,0.7272727272727273,Texas A&M,3.0,65.34239130434783,0.7419354838709677,Nebraska,6.0,Women
2013,3199,3124,85,47,0,72.45959595959596,0.7096774193548387,Florida St,8.0,75.1875,0.9696969696969697,Baylor,1.0,Women
2013,3234,3323,74,57,0,66.81666666666666,0.625,Iowa,9.0,71.24193548387098,0.96875,Notre Dame,1.0,Women
2013,3276,3390,73,40,0,58.214285714285715,0.6774193548387096,Michigan,8.0,58.693548387096776,0.9393939393939394,Stanford,1.0,Women
2013,3268,3163,76,50,0,69.51190476190476,0.7741935483870968,Maryland,4.0,77.60344827586206,0.8787878787878788,Connecticut,1.0,Women
2013,3390,3208,61,59,0,58.693548387096776,0.9393939393939394,Stanford,1.0,60.30333333333333,0.8064516129032258,Georgia,4.0,Women
2013,3174,3246,69,62,0,60.15,0.9090909090909091,Delaware,6.0,70.63703703703703,0.84375,Kentucky,2.0,Women
2013,3246,3163,83,53,0,70.63703703703703,0.84375,Kentucky,2.0,77.60344827586206,0.8787878787878788,Connecticut,1.0,Women
2013,3397,3257,86,78,0,72.60416666666666,0.7741935483870968,Tennessee,2.0,68.125,0.75,Louisville,5.0,Women
2013,3181,3323,87,76,0,66.91666666666666,0.9375,Duke,2.0,71.24193548387098,0.96875,Notre Dame,1.0,Women
2014,3435,3113,69,61,0,70.13888888888889,0.6,Vanderbilt,8.0,66.47474747474747,0.7096774193548387,Arizona St,9.0,Women
2014,3200,3143,64,63,0,65.76571428571428,0.78125,Fordham,10.0,68.76190476190476,0.7,California,7.0,Women
2014,3328,3177,104,100,0,76.48809523809524,0.5625,Oklahoma,10.0,82.14814814814815,0.8181818181818182,DePaul,7.0,Women
2014,3235,3199,55,44,0,70.025,0.6666666666666666,Iowa St,7.0,69.44772727272726,0.6451612903225806,Florida St,10.0,Women
2014,3460,3246,106,60,0,79.8,0.7575757575757576,Wright St,14.0,75.5625,0.75,Kentucky,3.0,Women
2014,3201,3304,74,55,0,67.825,0.6666666666666666,Fresno St,13.0,71.64333333333335,0.8064516129032258,Nebraska,4.0,Women
2014,3352,3323,93,42,0,68.48701298701299,0.65625,Robert Morris,16.0,43.3125,1.0,Notre Dame,1.0,Women
2014,3103,3345,84,55,0,80.02777777777777,0.7096774193548387,Akron,13.0,73.41369047619048,0.7241379310344828,Purdue,4.0,Women
2014,3425,3385,71,68,0,65.76515151515152,0.6470588235294118,USC,9.0,64.7090909090909,0.6875,St John's,8.0,Women
2014,3377,3390,81,62,0,74.57466063348417,0.5666666666666667,South Dakota,15.0,73.74137931034483,0.90625,Stanford,2.0,Women
2014,3341,3163,87,44,0,66.18907563025209,0.45161290322580644,Prairie View,16.0,41.35294117647059,1.0,Connecticut,1.0,Women
2014,3173,3196,83,69,0,79.19565217391305,0.7666666666666667,Dayton,6.0,73.08333333333334,0.6129032258064516,Florida,11.0,Women
2014,3211,3241,72,63,0,70.19396551724138,0.8787878787878788,Gonzaga,6.0,74.12142857142857,0.8484848484848485,James Madison,11.0,Women
2014,3225,3257,88,42,0,69.9538043478261,0.7419354838709677,Idaho,14.0,69.4,0.8823529411764706,Louisville,3.0,Women
2014,3214,3277,91,61,0,65.46428571428572,0.875,Hampton,12.0,69.38888888888889,0.7096774193548387,Michigan St,5.0,Women
2014,3404,3314,60,58,0,76.19940476190476,0.7741935483870968,TN Martin,13.0,77.80555555555556,0.7272727272727273,North Carolina,4.0,Women
2014,3169,3376,73,58,0,68.09920634920636,0.5625,CS Northridge,16.0,68.63888888888889,0.8709677419354839,South Carolina,1.0,Women
2014,3315,3401,70,55,0,66.88333333333333,0.6896551724137931,North Dakota,14.0,68.66666666666666,0.75,Texas A&M,3.0,Women
2014,3107,3452,76,61,0,64.16071428571428,0.875,SUNY Albany,15.0,69.72844827586206,0.8787878787878788,West Virginia,2.0,Women
2014,3143,3124,75,56,0,68.76190476190476,0.7,California,7.0,81.62931034482759,0.8787878787878788,Baylor,2.0,Women
2014,3181,3177,74,65,0,74.25,0.8181818181818182,Duke,2.0,82.14814814814815,0.8181818181818182,DePaul,7.0,Women
2014,3113,3323,84,67,0,66.47474747474747,0.7096774193548387,Arizona St,9.0,43.3125,1.0,Notre Dame,1.0,Women
2014,3345,3329,73,66,0,73.41369047619048,0.7241379310344828,Purdue,4.0,68.32608695652175,0.7419354838709677,Oklahoma St,5.0,Women
2014,3386,3163,91,52,0,69.99242424242425,0.7096774193548387,St Joseph's PA,9.0,41.35294117647059,1.0,Connecticut,1.0,Women
2014,3400,3268,69,64,0,67.15584415584416,0.65625,Texas,5.0,77.35416666666667,0.8,Maryland,4.0,Women
2014,3277,3314,62,53,0,69.38888888888889,0.7096774193548387,Michigan St,5.0,77.80555555555556,0.7272727272727273,North Carolina,4.0,Women
2014,3333,3376,78,69,0,68.08181818181818,0.6875,Oregon St,9.0,68.63888888888889,0.8709677419354839,South Carolina,1.0,Women
2014,3246,3124,90,72,0,75.5625,0.75,Kentucky,3.0,81.62931034482759,0.8787878787878788,Baylor,2.0,Women
2014,3329,3323,89,72,0,68.32608695652175,0.7419354838709677,Oklahoma St,5.0,43.3125,1.0,Notre Dame,1.0,Women
2014,3177,3401,84,65,0,82.14814814814815,0.8181818181818182,DePaul,7.0,68.66666666666666,0.75,Texas A&M,3.0,Women
2014,3261,3257,73,47,0,68.39473684210526,0.6129032258064516,LSU,7.0,69.4,0.8823529411764706,Louisville,3.0,Women
2014,3376,3314,65,58,0,68.63888888888889,0.8709677419354839,South Carolina,1.0,77.80555555555556,0.7272727272727273,North Carolina,4.0,Women
2014,3401,3163,69,54,0,68.66666666666666,0.75,Texas A&M,3.0,41.35294117647059,1.0,Connecticut,1.0,Women
2014,3124,3323,88,69,0,81.62931034482759,0.8787878787878788,Baylor,2.0,43.3125,1.0,Notre Dame,1.0,Women
2014,3257,3268,76,73,0,69.4,0.8823529411764706,Louisville,3.0,77.35416666666667,0.8,Maryland,4.0,Women
2014,3314,3390,74,65,0,77.80555555555556,0.7272727272727273,North Carolina,4.0,73.74137931034483,0.90625,Stanford,2.0,Women
2014,3268,3323,87,61,0,77.35416666666667,0.8,Maryland,4.0,43.3125,1.0,Notre Dame,1.0,Women
2014,3323,3163,79,58,0,43.3125,1.0,Notre Dame,1.0,41.35294117647059,1.0,Connecticut,1.0,Women
2015,3321,3116,57,55,0,71.56521739130434,0.7419354838709677,Northwestern,7.0,59.46832579185521,0.5666666666666667,Arkansas,10.0,Women
2015,3322,3124,77,36,0,59.38809523809525,0.5172413793103449,Northwestern LA,15.0,73.88333333333333,0.9090909090909091,Baylor,2.0,Women
2015,3107,3181,54,52,0,65.4375,0.75,SUNY Albany,13.0,66.61666666666666,0.6774193548387096,Duke,4.0,Women
2015,3203,3211,82,69,0,70.16071428571428,0.9032258064516129,G Washington,6.0,66.32142857142857,0.7741935483870968,Gonzaga,11.0,Women
2015,3408,3280,57,47,0,61.39090909090909,0.6875,Tulane,12.0,71.59615384615384,0.8125,Mississippi St,5.0,Women
2015,3285,3323,77,43,0,62.39204545454545,0.7333333333333333,Montana,16.0,71.54032258064515,0.9393939393939394,Notre Dame,1.0,Women
2015,3366,3376,81,48,0,58.83947368421053,0.6551724137931034,Savannah St,16.0,67.81666666666666,0.9375,South Carolina,1.0,Women
2015,3304,3393,72,69,0,64.32380952380953,0.6774193548387096,Nebraska,9.0,69.20634920634922,0.7,Syracuse,8.0,Women
2015,3443,3400,66,64,0,72.08333333333334,0.8823529411764706,WKU,12.0,66.08181818181818,0.6875,Texas,5.0,Women
2015,3106,3199,91,49,0,60.42857142857143,0.5,Alabama St,15.0,70.78017241379311,0.8787878787878788,Florida St,2.0,Women
2015,3140,3257,86,53,0,66.97222222222223,0.7096774193548387,BYU,14.0,67.71000000000001,0.8064516129032258,Louisville,3.0,Women
2015,3308,3268,75,57,0,71.34642857142856,0.7407407407407407,New Mexico St,16.0,74.51666666666667,0.9375,Maryland,1.0,Women
2015,3241,3326,90,80,0,69.90229885057471,0.90625,James Madison,12.0,77.87826086956522,0.696969696969697,Ohio St,5.0,Women
2015,3346,3328,111,84,0,73.09139784946237,0.9117647058823529,Quinnipiac,12.0,72.2909090909091,0.6451612903225806,Oklahoma,5.0,Women
2015,3151,3338,51,40,0,59.1551724137931,0.90625,Chattanooga,7.0,63.63875598086124,0.6333333333333333,Pittsburgh,10.0,Women
2015,3453,3343,80,70,0,66.63888888888889,0.8709677419354839,WI Green Bay,9.0,37.9,1.0,Princeton,8.0,Women
2015,3371,3353,79,66,0,73.28214285714284,0.8484848484848485,Seton Hall,9.0,67.26515151515152,0.7096774193548387,Rutgers,8.0,Women
2015,3261,3378,73,64,0,62.210407239819006,0.5666666666666667,LSU,11.0,67.78021978021978,0.7878787878787878,South Florida,6.0,Women
2015,3246,3173,99,94,0,72.02898550724638,0.71875,Kentucky,2.0,71.80666666666667,0.8064516129032258,Dayton,7.0,Women
2015,3333,3211,76,64,0,68.58500000000001,0.8620689655172413,Oregon St,3.0,66.32142857142857,0.7741935483870968,Gonzaga,11.0,Women
2015,3393,3376,97,68,0,69.20634920634922,0.7,Syracuse,8.0,67.81666666666666,0.9375,South Carolina,1.0,Women
2015,3143,3400,73,70,0,65.17632850241546,0.71875,California,4.0,66.08181818181818,0.6875,Texas,5.0,Women
2015,3353,3163,91,55,0,67.26515151515152,0.7096774193548387,Rutgers,8.0,87.921875,0.9696969696969697,Connecticut,1.0,Women
2015,3343,3268,85,70,0,37.9,1.0,Princeton,8.0,74.51666666666667,0.9375,Maryland,1.0,Women
2015,3234,3124,81,66,0,77.59821428571428,0.7741935483870968,Iowa,3.0,73.88333333333333,0.9090909090909091,Baylor,2.0,Women
2015,3314,3376,67,65,0,72.6875,0.75,North Carolina,4.0,67.81666666666666,0.9375,South Carolina,1.0,Women
2015,3400,3163,105,54,0,66.08181818181818,0.6875,Texas,5.0,87.921875,0.9696969696969697,Connecticut,1.0,Women
2015,3257,3173,82,66,0,67.71000000000001,0.8064516129032258,Louisville,3.0,71.80666666666667,0.8064516129032258,Dayton,7.0,Women
2015,3211,3397,73,69,0,66.32142857142857,0.7741935483870968,Gonzaga,11.0,67.87777777777778,0.84375,Tennessee,2.0,Women
2015,3124,3323,77,68,0,73.88333333333333,0.9090909090909091,Baylor,2.0,71.54032258064515,0.9393939393939394,Notre Dame,1.0,Women
2015,3173,3163,91,70,0,71.80666666666667,0.8064516129032258,Dayton,7.0,87.921875,0.9696969696969697,Connecticut,1.0,Women
2015,3397,3268,58,48,0,67.87777777777778,0.84375,Tennessee,2.0,74.51666666666667,0.9375,Maryland,1.0,Women
2015,3268,3163,81,58,0,74.51666666666667,0.9375,Maryland,1.0,87.921875,0.9696969696969697,Connecticut,1.0,Women
2016,3308,3113,74,52,0,64.08333333333334,0.8571428571428571,New Mexico St,15.0,60.91,0.8064516129032258,Arizona St,2.0,Women
2016,3385,3120,68,57,0,64.83574879227052,0.71875,St John's,8.0,59.932017543859644,0.6129032258064516,Auburn,9.0,Women
2016,3225,3124,89,59,0,71.56060606060606,0.7096774193548387,Idaho,16.0,61.86363636363637,0.9705882352941176,Baylor,1.0,Women
2016,3203,3243,56,51,0,69.7051282051282,0.8125,G Washington,8.0,63.94444444444444,0.6,Kansas St,9.0,Women
2016,3125,3277,74,60,0,71.11363636363637,0.7333333333333333,Belmont,13.0,73.47916666666666,0.75,Michigan St,4.0,Women
2016,3151,3280,60,50,0,51.654761904761905,0.7741935483870968,Chattanooga,12.0,63.629120879120876,0.7878787878787878,Mississippi St,5.0,Women
2016,3138,3326,88,69,0,60.275,0.6060606060606061,Buffalo,14.0,83.60416666666666,0.7741935483870968,Ohio St,3.0,Women
2016,3407,3333,73,31,0,78.16666666666666,0.6,Troy,15.0,61.339285714285715,0.875,Oregon St,2.0,Women
2016,3239,3376,77,41,0,61.599999999999994,0.6666666666666666,Jacksonville,16.0,64.08064516129032,0.96875,South Carolina,1.0,Women
2016,3329,3382,65,54,0,60.476190476190474,0.7,Oklahoma St,7.0,60.64285714285714,0.7666666666666667,St Bonaventure,10.0,Women
2016,3119,3393,73,56,0,67.80357142857143,0.9333333333333333,Army,13.0,67.61714285714285,0.78125,Syracuse,4.0,Women
2016,3453,3397,59,53,0,62.375,0.875,WI Green Bay,10.0,63.864372469635626,0.59375,Tennessee,7.0,Women
2016,3343,3452,74,65,0,71.5391304347826,0.8214285714285714,Princeton,11.0,65.90277777777777,0.7272727272727273,West Virginia,6.0,Women
2016,3352,3163,101,49,0,61.42543859649123,0.6129032258064516,Robert Morris,16.0,43.78125,1.0,Connecticut,1.0,Women
2016,3292,3199,72,55,0,65.60416666666666,0.75,MTSU,12.0,70.17391304347825,0.7666666666666667,Florida St,5.0,Women
2016,3208,3231,62,58,0,60.51587301587302,0.7,Georgia,8.0,70.88181818181818,0.6451612903225806,Indiana,9.0,Women
2016,3421,3246,85,31,0,62.979166666666664,0.8,UNC Asheville,14.0,71.6614906832298,0.7666666666666667,Kentucky,3.0,Women
2016,3345,3328,61,45,0,66.475,0.6451612903225806,Purdue,11.0,68.43571428571428,0.6774193548387096,Oklahoma,6.0,Women
2016,3274,3355,74,71,0,67.97916666666666,0.75,Miami FL,5.0,66.8076923076923,0.8125,S Dakota St,12.0,Women
2016,3161,3378,48,45,0,58.06896551724138,0.9666666666666667,Colorado St,11.0,70.27777777777777,0.71875,South Florida,6.0,Women
2016,3106,3400,86,42,0,61.5959595959596,0.6206896551724138,Alabama St,15.0,65.5,0.875,Texas,2.0,Women
2016,3120,3124,84,52,0,59.932017543859644,0.6129032258064516,Auburn,9.0,61.86363636363637,0.9705882352941176,Baylor,1.0,Women
2016,3277,3280,74,72,0,73.47916666666666,0.75,Michigan St,4.0,63.629120879120876,0.7878787878787878,Mississippi St,5.0,Women
2016,3452,3326,88,81,0,65.90277777777777,0.7272727272727273,West Virginia,6.0,83.60416666666666,0.7741935483870968,Ohio St,3.0,Women
2016,3243,3376,73,47,0,63.94444444444444,0.6,Kansas St,9.0,64.08064516129032,0.96875,South Carolina,1.0,Women
2016,3107,3393,76,59,0,66.01388888888889,0.8709677419354839,SUNY Albany,12.0,67.61714285714285,0.78125,Syracuse,4.0,Women
2016,3328,3246,79,58,0,68.43571428571428,0.6774193548387096,Oklahoma,6.0,71.6614906832298,0.7666666666666667,Kentucky,3.0,Women
2016,3281,3400,73,55,0,64.17460317460316,0.7,Missouri,10.0,65.5,0.875,Texas,2.0,Women
2016,3378,3417,72,67,0,70.27777777777777,0.71875,South Florida,6.0,72.47916666666666,0.75,UCLA,3.0,Women
2016,3268,3449,74,65,0,80.71666666666667,0.9090909090909091,Maryland,2.0,68.42727272727272,0.6875,Washington,7.0,Women
2016,3323,3390,90,84,0,80.08064516129032,0.96875,Notre Dame,1.0,62.28273809523809,0.7741935483870968,Stanford,4.0,Women
2016,3376,3393,80,72,0,64.08064516129032,0.96875,South Carolina,1.0,67.61714285714285,0.78125,Syracuse,4.0,Women
2016,3326,3397,78,62,0,83.60416666666666,0.7741935483870968,Ohio St,3.0,63.864372469635626,0.59375,Tennessee,7.0,Women
2016,3199,3124,78,58,0,70.17391304347825,0.7666666666666667,Florida St,5.0,61.86363636363637,0.9705882352941176,Baylor,1.0,Women
2016,3390,3449,85,76,0,62.28273809523809,0.7741935483870968,Stanford,4.0,68.42727272727272,0.6875,Washington,7.0,Women
2016,3333,3163,80,51,0,61.339285714285715,0.875,Oregon St,2.0,43.78125,1.0,Connecticut,1.0,Women
2016,3449,3393,80,59,0,68.42727272727272,0.6875,Washington,7.0,67.61714285714285,0.78125,Syracuse,4.0,Women
2017,3320,3177,88,67,0,64.46195652173913,0.7419354838709677,Northern Iowa,10.0,78.02747252747253,0.7878787878787878,DePaul,7.0,Women
2017,3137,3268,103,61,0,61.15925925925926,0.84375,Bucknell,14.0,87.13333333333333,0.9375,Maryland,3.0,Women
2017,3407,3280,110,69,0,78.125,0.6666666666666666,Troy,15.0,69.40086206896552,0.8787878787878788,Mississippi St,2.0,Women
2017,3443,3326,70,63,0,72.62037037037038,0.8181818181818182,WKU,12.0,81.17307692307692,0.8125,Ohio St,5.0,Women
2017,3421,3376,90,40,0,62.51190476190476,0.5625,UNC Asheville,16.0,70.5925925925926,0.8709677419354839,South Carolina,1.0,Women
2017,3189,3452,75,62,0,67.64102564102564,0.8125,Elon,11.0,71.55,0.696969696969697,West Virginia,6.0,Women
2017,3411,3124,119,30,0,59.23232323232323,0.7096774193548387,TX Southern,16.0,79.65,0.9090909090909091,Baylor,1.0,Women
2017,3107,3163,116,55,0,64.13863636363637,0.6451612903225806,SUNY Albany,16.0,43.3125,1.0,Connecticut,1.0,Women
2017,3151,3257,82,62,0,61.29523809523809,0.6774193548387096,Chattanooga,13.0,71.35714285714286,0.7941176470588235,Louisville,4.0,Women
2017,3195,3274,62,60,0,68.77083333333334,0.75,FGCU,13.0,68.52445652173913,0.7419354838709677,Miami FL,4.0,Women
2017,3235,3393,85,65,0,72.52777777777777,0.6,Iowa St,9.0,76.14761904761906,0.6774193548387096,Syracuse,8.0,Women
2017,3173,3397,66,57,0,63.507575757575765,0.7096774193548387,Dayton,12.0,71.6555023923445,0.6333333333333333,Tennessee,5.0,Women
2017,3129,3417,83,56,0,66.62732919254658,0.7666666666666667,Boise St,13.0,71.65217391304347,0.7419354838709677,UCLA,4.0,Women
2017,3281,3199,77,55,0,64.95238095238095,0.6774193548387096,Missouri,6.0,74.16333333333333,0.8064516129032258,Florida St,3.0,Women
2017,3166,3333,64,52,0,63.29503105590062,0.7666666666666667,Creighton,7.0,61.68103448275862,0.8787878787878788,Oregon St,2.0,Women
2017,3393,3163,94,64,0,76.14761904761906,0.6774193548387096,Syracuse,8.0,43.3125,1.0,Connecticut,1.0,Women
2017,3181,3332,74,65,0,67.01111111111112,0.84375,Duke,2.0,69.22692307692307,0.6060606060606061,Oregon,10.0,Women
2017,3274,3346,85,78,0,68.52445652173913,0.7419354838709677,Miami FL,4.0,63.44444444444444,0.8181818181818182,Quinnipiac,12.0,Women
2017,3243,3390,69,48,0,66.4590909090909,0.6875,Kansas St,7.0,67.6,0.8484848484848485,Stanford,2.0,Women
2017,3401,3417,75,43,0,67.42640692640693,0.65625,Texas A&M,5.0,71.65217391304347,0.7419354838709677,UCLA,4.0,Women
2017,3257,3124,97,63,0,71.35714285714286,0.7941176470588235,Louisville,4.0,79.65,0.9090909090909091,Baylor,1.0,Women
